clip_id,fsid,cls,split,source,duration_sec,note
101315,101315,background,train,FSD50K,2.033,hard_neg:scream_crowd
101318,101318,background,train,FSD50K,13.864,hard_neg:scream_crowd
102431,102431,background,train,FSD50K,26.226,hard_neg:baby_cry
102434,102434,background,train,FSD50K,2.604,hard_neg:alarm
102435,102435,background,train,FSD50K,3.145,hard_neg:alarm
102623,102623,background,train,FSD50K,1.465,hard_neg:alarm
103335,103335,background,train,FSD50K,8.931,hard_neg:alarm
103391,103391,background,train,FSD50K,18.155,hard_neg:alarm
104475,104475,background,train,FSD50K,9.979,hard_neg:alarm
104476,104476,background,train,FSD50K,10.11,hard_neg:alarm
104670,104670,background,train,FSD50K,23.984,hard_neg:glass_dishes
104815,104815,background,train,FSD50K,1.08,hard_neg:glass_dishes
106744,106744,background,train,FSD50K,3.736,hard_neg:alarm
106803,106803,background,train,FSD50K,3.435,hard_neg:alarm
106831,106831,background,train,FSD50K,8.719,hard_neg:alarm
107351,107351,background,train,FSD50K,18.424,hard_neg:baby_cry
108408,108408,background,train,FSD50K,9.984,hard_neg:glass_dishes
108797,108797,background,train,FSD50K,19.227,hard_neg:alarm
110133,110133,background,train,FSD50K,25.214,hard_neg:alarm
110165,110165,background,train,FSD50K,5.0,hard_neg:alarm
110459,110459,background,train,FSD50K,20.202,hard_neg:glass_dishes
110570,110570,background,train,FSD50K,3.416,hard_neg:alarm
110692,110692,background,train,FSD50K,11.953,hard_neg:alarm
111707,111707,background,train,FSD50K,2.256,hard_neg:alarm
112211,112211,background,train,FSD50K,4.0,hard_neg:alarm
112455,112455,background,train,FSD50K,24.78,hard_neg:alarm
113319,113319,background,train,FSD50K,6.098,hard_neg:alarm
113364,113364,background,train,FSD50K,9.671,hard_neg:baby_cry
113777,113777,background,train,FSD50K,14.0,hard_neg:glass_dishes
11585,11585,background,train,FSD50K,4.891,hard_neg:glass_dishes
117165,117165,background,train,FSD50K,4.367,hard_neg:alarm
117561,117561,background,train,FSD50K,8.412,hard_neg:alarm
117562,117562,background,train,FSD50K,8.412,hard_neg:alarm
117563,117563,background,train,FSD50K,8.412,hard_neg:alarm
117564,117564,background,train,FSD50K,8.412,hard_neg:alarm
117565,117565,background,train,FSD50K,8.412,hard_neg:alarm
117566,117566,background,train,FSD50K,8.412,hard_neg:alarm
117567,117567,background,train,FSD50K,8.412,hard_neg:alarm
117568,117568,background,train,FSD50K,8.412,hard_neg:alarm
117569,117569,background,train,FSD50K,8.412,hard_neg:alarm
117570,117570,background,train,FSD50K,8.412,hard_neg:alarm
117571,117571,background,train,FSD50K,8.412,hard_neg:alarm
117572,117572,background,train,FSD50K,8.412,hard_neg:alarm
117793,117793,background,train,FSD50K,7.34,hard_neg:alarm
117848,117848,background,train,FSD50K,8.574,hard_neg:alarm
117922,117922,background,train,FSD50K,1.019,hard_neg:alarm
118199,118199,background,train,FSD50K,18.319,hard_neg:glass_dishes
118391,118391,background,train,FSD50K,19.644,hard_neg:alarm
118520,118520,background,train,FSD50K,12.503,hard_neg:glass_dishes
119133,119133,background,train,FSD50K,2.002,hard_neg:glass_dishes
120527,120527,background,train,FSD50K,4.168,hard_neg:glass_dishes
120528,120528,background,train,FSD50K,6.757,hard_neg:glass_dishes
121306,121306,background,train,FSD50K,3.221,hard_neg:alarm
121750,121750,background,train,FSD50K,0.77,hard_neg:alarm
121754,121754,background,train,FSD50K,0.922,hard_neg:alarm
121756,121756,background,train,FSD50K,1.087,hard_neg:alarm
121758,121758,background,train,FSD50K,1.477,hard_neg:alarm
121759,121759,background,train,FSD50K,2.294,hard_neg:alarm
121904,121904,background,train,FSD50K,25.48,hard_neg:alarm
121908,121908,background,train,FSD50K,5.392,hard_neg:alarm
122266,122266,background,train,FSD50K,0.594,hard_neg:alarm
122267,122267,background,train,FSD50K,0.636,hard_neg:alarm
122272,122272,background,train,FSD50K,0.45,hard_neg:alarm
122274,122274,background,train,FSD50K,0.433,hard_neg:alarm
122275,122275,background,train,FSD50K,0.345,hard_neg:alarm
122277,122277,background,train,FSD50K,1.0,hard_neg:alarm
122740,122740,background,train,FSD50K,2.019,hard_neg:alarm
122989,122989,background,train,FSD50K,0.347,hard_neg:alarm
122990,122990,background,train,FSD50K,0.6,hard_neg:alarm
123008,123008,background,train,FSD50K,14.152,hard_neg:glass_dishes
123350,123350,background,train,FSD50K,3.704,hard_neg:alarm
124734,124734,background,train,FSD50K,8.061,hard_neg:alarm
125102,125102,background,train,FSD50K,0.911,hard_neg:alarm
125420,125420,background,train,FSD50K,9.743,hard_neg:alarm
125520,125520,background,train,FSD50K,8.131,hard_neg:alarm
125967,125967,background,train,FSD50K,12.627,hard_neg:alarm
126504,126504,background,train,FSD50K,27.48,hard_neg:alarm
126519,126519,background,train,FSD50K,3.5,hard_neg:alarm
126531,126531,background,train,FSD50K,0.666,hard_neg:glass_dishes
126559,126559,background,train,FSD50K,3.9,hard_neg:alarm
126560,126560,background,train,FSD50K,4.0,hard_neg:alarm
126561,126561,background,train,FSD50K,4.0,hard_neg:alarm
128021,128021,background,train,FSD50K,0.992,hard_neg:alarm
128138,128138,background,train,FSD50K,8.563,hard_neg:alarm
128910,128910,background,train,FSD50K,6.069,hard_neg:alarm
129464,129464,background,train,FSD50K,6.0,hard_neg:alarm
130054,130054,background,train,FSD50K,19.586,hard_neg:alarm
130604,130604,background,train,FSD50K,1.0,hard_neg:alarm
131879,131879,background,train,FSD50K,3.402,hard_neg:glass_dishes
132074,132074,background,train,FSD50K,16.76,hard_neg:alarm
132340,132340,background,train,FSD50K,16.487,hard_neg:alarm
132634,132634,background,train,FSD50K,0.34,hard_neg:glass_dishes
132738,132738,background,train,FSD50K,7.587,hard_neg:scream_crowd
132918,132918,background,train,FSD50K,4.106,hard_neg:glass_dishes
133813,133813,background,train,FSD50K,11.974,hard_neg:alarm
134067,134067,background,train,FSD50K,7.039,hard_neg:alarm
134862,134862,background,train,FSD50K,8.088,hard_neg:alarm
134863,134863,background,train,FSD50K,8.088,hard_neg:alarm
134952,134952,background,train,FSD50K,11.53,hard_neg:alarm
135039,135039,background,train,FSD50K,1.036,hard_neg:glass_dishes
135509,135509,background,train,FSD50K,17.604,hard_neg:alarm
135511,135511,background,train,FSD50K,16.538,hard_neg:alarm
135584,135584,background,train,FSD50K,3.0,hard_neg:alarm
135613,135613,background,train,FSD50K,3.98,hard_neg:alarm
135691,135691,background,train,FSD50K,0.698,hard_neg:alarm
13613,13613,background,train,FSD50K,8.04,hard_neg:alarm
136480,136480,background,train,FSD50K,7.558,hard_neg:baby_cry
137774,137774,background,train,FSD50K,20.204,hard_neg:alarm
13800,13800,background,train,FSD50K,13.96,hard_neg:baby_cry
13802,13802,background,train,FSD50K,5.632,hard_neg:baby_cry
13803,13803,background,train,FSD50K,6.897,hard_neg:baby_cry
138042,138042,background,train,FSD50K,19.42,hard_neg:alarm
138272,138272,background,train,FSD50K,6.0,hard_neg:alarm
138277,138277,background,train,FSD50K,8.466,hard_neg:alarm
138465,138465,background,train,FSD50K,28.0,hard_neg:alarm
138468,138468,background,train,FSD50K,5.0,hard_neg:alarm
139055,139055,background,train,FSD50K,14.304,hard_neg:alarm
139958,139958,background,train,FSD50K,18.056,hard_neg:alarm
139972,139972,background,train,FSD50K,7.424,hard_neg:scream_crowd
141680,141680,background,train,FSD50K,29.0,hard_neg:glass_dishes
14262,14262,background,train,FSD50K,7.783,hard_neg:alarm
14263,14263,background,train,FSD50K,14.065,hard_neg:alarm
14265,14265,background,train,FSD50K,11.202,hard_neg:baby_cry
14268,14268,background,train,FSD50K,4.784,hard_neg:baby_cry
14269,14269,background,train,FSD50K,8.658,hard_neg:baby_cry
142903,142903,background,train,FSD50K,21.442,hard_neg:alarm
143919,143919,background,train,FSD50K,22.499,hard_neg:baby_cry
144084,144084,background,train,FSD50K,12.434,hard_neg:alarm
144236,144236,background,train,FSD50K,18.051,hard_neg:alarm
145577,145577,background,train,FSD50K,1.435,hard_neg:alarm
147386,147386,background,train,FSD50K,5.339,hard_neg:alarm
147933,147933,background,train,FSD50K,21.386,hard_neg:alarm
148266,148266,background,train,FSD50K,4.547,hard_neg:alarm
148297,148297,background,train,FSD50K,18.435,hard_neg:alarm
150052,150052,background,train,FSD50K,20.499,hard_neg:alarm
150053,150053,background,train,FSD50K,20.388,hard_neg:alarm
150981,150981,background,train,FSD50K,12.16,hard_neg:alarm
151081,151081,background,train,FSD50K,19.343,hard_neg:baby_cry
151085,151085,background,train,FSD50K,10.838,hard_neg:baby_cry
151147,151147,background,train,FSD50K,20.594,hard_neg:alarm
151292,151292,background,train,FSD50K,6.24,hard_neg:alarm
151359,151359,background,train,FSD50K,15.515,hard_neg:alarm
151893,151893,background,train,FSD50K,2.518,hard_neg:alarm
152025,152025,background,train,FSD50K,7.355,hard_neg:alarm
15285,15285,background,train,FSD50K,4.796,hard_neg:glass_dishes
153159,153159,background,train,FSD50K,1.502,hard_neg:alarm
153252,153252,background,train,FSD50K,8.917,hard_neg:alarm
153255,153255,background,train,FSD50K,5.202,hard_neg:alarm
154427,154427,background,train,FSD50K,8.332,hard_neg:baby_cry
154428,154428,background,train,FSD50K,7.506,hard_neg:baby_cry
15482,15482,background,train,FSD50K,5.334,hard_neg:alarm
154894,154894,background,train,FSD50K,6.018,hard_neg:alarm
154954,154954,background,train,FSD50K,15.966,hard_neg:alarm
154956,154956,background,train,FSD50K,12.606,hard_neg:alarm
155009,155009,background,train,FSD50K,5.564,hard_neg:alarm
155251,155251,background,train,FSD50K,17.845,hard_neg:alarm
155769,155769,background,train,FSD50K,1.016,hard_neg:alarm
155770,155770,background,train,FSD50K,1.879,hard_neg:alarm
155776,155776,background,train,FSD50K,1.866,hard_neg:alarm
156121,156121,background,train,FSD50K,0.325,hard_neg:alarm
156122,156122,background,train,FSD50K,0.465,hard_neg:alarm
156123,156123,background,train,FSD50K,0.472,hard_neg:alarm
156124,156124,background,train,FSD50K,0.465,hard_neg:alarm
156125,156125,background,train,FSD50K,0.731,hard_neg:alarm
156126,156126,background,train,FSD50K,0.61,hard_neg:alarm
156453,156453,background,train,FSD50K,5.715,hard_neg:alarm
156546,156546,background,train,FSD50K,5.042,hard_neg:alarm
156547,156547,background,train,FSD50K,21.38,hard_neg:alarm
156672,156672,background,train,FSD50K,4.48,hard_neg:alarm
156831,156831,background,train,FSD50K,12.374,hard_neg:alarm
157163,157163,background,train,FSD50K,8.882,hard_neg:baby_cry
157299,157299,background,train,FSD50K,0.975,hard_neg:alarm
157468,157468,background,train,FSD50K,14.064,hard_neg:alarm
157590,157590,background,train,FSD50K,5.582,hard_neg:alarm
157591,157591,background,train,FSD50K,3.508,hard_neg:alarm
157592,157592,background,train,FSD50K,4.51,hard_neg:alarm
157593,157593,background,train,FSD50K,4.06,hard_neg:alarm
15813,15813,background,train,FSD50K,15.949,hard_neg:alarm
158427,158427,background,train,FSD50K,5.0,hard_neg:alarm
158500,158500,background,train,FSD50K,6.888,hard_neg:alarm
158501,158501,background,train,FSD50K,4.975,hard_neg:alarm
158502,158502,background,train,FSD50K,9.824,hard_neg:alarm
158503,158503,background,train,FSD50K,21.01,hard_neg:alarm
158504,158504,background,train,FSD50K,20.514,hard_neg:alarm
158505,158505,background,train,FSD50K,11.889,hard_neg:alarm
158507,158507,background,train,FSD50K,23.929,hard_neg:alarm
158509,158509,background,train,FSD50K,26.689,hard_neg:alarm
158517,158517,background,train,FSD50K,14.442,hard_neg:alarm
158519,158519,background,train,FSD50K,14.079,hard_neg:alarm
158621,158621,background,train,FSD50K,25.758,hard_neg:alarm
158622,158622,background,train,FSD50K,6.0,hard_neg:alarm
158991,158991,background,train,FSD50K,1.015,hard_neg:glass_dishes
158993,158993,background,train,FSD50K,1.631,hard_neg:glass_dishes
158995,158995,background,train,FSD50K,1.327,hard_neg:glass_dishes
158997,158997,background,train,FSD50K,1.479,hard_neg:glass_dishes
159002,159002,background,train,FSD50K,1.25,hard_neg:glass_dishes
159003,159003,background,train,FSD50K,0.738,hard_neg:glass_dishes
159004,159004,background,train,FSD50K,1.139,hard_neg:glass_dishes
159005,159005,background,train,FSD50K,1.029,hard_neg:glass_dishes
159007,159007,background,train,FSD50K,1.0,hard_neg:glass_dishes
159008,159008,background,train,FSD50K,1.121,hard_neg:glass_dishes
160775,160775,background,train,FSD50K,2.872,hard_neg:alarm
161347,161347,background,train,FSD50K,5.706,hard_neg:alarm
162022,162022,background,train,FSD50K,11.711,hard_neg:alarm
162443,162443,background,train,FSD50K,11.97,hard_neg:alarm
162540,162540,background,train,FSD50K,13.0,hard_neg:alarm
162541,162541,background,train,FSD50K,13.0,hard_neg:alarm
162702,162702,background,train,FSD50K,1.376,hard_neg:alarm
162703,162703,background,train,FSD50K,3.219,hard_neg:alarm
162865,162865,background,train,FSD50K,4.338,hard_neg:glass_dishes
162880,162880,background,train,FSD50K,2.048,hard_neg:baby_cry
163558,163558,background,train,FSD50K,15.746,hard_neg:alarm
163561,163561,background,train,FSD50K,8.392,hard_neg:alarm
163562,163562,background,train,FSD50K,9.986,hard_neg:alarm
163730,163730,background,train,FSD50K,5.779,hard_neg:alarm
163731,163731,background,train,FSD50K,1.785,hard_neg:glass_dishes
164006,164006,background,train,FSD50K,2.078,hard_neg:alarm
164089,164089,background,train,FSD50K,1.53,hard_neg:alarm
164090,164090,background,train,FSD50K,1.53,hard_neg:alarm
164404,164404,background,train,FSD50K,1.0,hard_neg:alarm
164625,164625,background,train,FSD50K,1.356,hard_neg:alarm
164626,164626,background,train,FSD50K,2.786,hard_neg:alarm
164627,164627,background,train,FSD50K,2.465,hard_neg:alarm
164690,164690,background,train,FSD50K,9.561,hard_neg:alarm
164843,164843,background,train,FSD50K,5.847,hard_neg:alarm
165063,165063,background,train,FSD50K,15.314,hard_neg:alarm
165542,165542,background,train,FSD50K,10.9,hard_neg:alarm
166356,166356,background,train,FSD50K,4.701,hard_neg:alarm
166888,166888,background,train,FSD50K,26.294,hard_neg:alarm
167337,167337,background,train,FSD50K,0.903,hard_neg:alarm
167532,167532,background,train,FSD50K,6.923,hard_neg:alarm
167533,167533,background,train,FSD50K,6.923,hard_neg:alarm
167535,167535,background,train,FSD50K,6.923,hard_neg:alarm
167536,167536,background,train,FSD50K,6.923,hard_neg:alarm
167538,167538,background,train,FSD50K,6.923,hard_neg:alarm
167539,167539,background,train,FSD50K,6.923,hard_neg:alarm
167540,167540,background,train,FSD50K,6.923,hard_neg:alarm
167541,167541,background,train,FSD50K,6.923,hard_neg:alarm
167544,167544,background,train,FSD50K,6.923,hard_neg:alarm
167545,167545,background,train,FSD50K,6.923,hard_neg:alarm
167546,167546,background,train,FSD50K,6.923,hard_neg:alarm
167547,167547,background,train,FSD50K,6.923,hard_neg:alarm
167548,167548,background,train,FSD50K,6.923,hard_neg:alarm
167549,167549,background,train,FSD50K,6.923,hard_neg:alarm
167550,167550,background,train,FSD50K,6.923,hard_neg:alarm
167551,167551,background,train,FSD50K,6.923,hard_neg:alarm
167553,167553,background,train,FSD50K,6.923,hard_neg:alarm
168117,168117,background,train,FSD50K,28.419,hard_neg:alarm
168123,168123,background,train,FSD50K,2.831,hard_neg:alarm
168588,168588,background,train,FSD50K,5.715,hard_neg:alarm
168589,168589,background,train,FSD50K,6.067,hard_neg:alarm
168709,168709,background,train,FSD50K,3.0,hard_neg:alarm
168723,168723,background,train,FSD50K,4.273,hard_neg:baby_cry
168729,168729,background,train,FSD50K,20.788,hard_neg:baby_cry
169209,169209,background,train,FSD50K,1.695,hard_neg:alarm
169958,169958,background,train,FSD50K,26.332,hard_neg:alarm
170243,170243,background,train,FSD50K,0.41,hard_neg:alarm
170573,170573,background,train,FSD50K,1.035,hard_neg:alarm
171113,171113,background,train,FSD50K,3.026,hard_neg:alarm
171249,171249,background,train,FSD50K,22.07,hard_neg:alarm
171493,171493,background,train,FSD50K,2.274,hard_neg:alarm
171496,171496,background,train,FSD50K,2.265,hard_neg:alarm
171515,171515,background,train,FSD50K,16.679,hard_neg:alarm
171755,171755,background,train,FSD50K,2.0,hard_neg:alarm
173000,173000,background,train,FSD50K,1.335,hard_neg:alarm
173001,173001,background,train,FSD50K,1.517,hard_neg:alarm
173978,173978,background,train,FSD50K,18.493,hard_neg:alarm
17405,17405,background,train,FSD50K,2.028,hard_neg:alarm
174840,174840,background,train,FSD50K,5.718,hard_neg:alarm
174841,174841,background,train,FSD50K,4.907,hard_neg:alarm
174863,174863,background,train,FSD50K,6.607,hard_neg:glass_dishes
174865,174865,background,train,FSD50K,16.873,hard_neg:glass_dishes
175039,175039,background,train,FSD50K,12.827,hard_neg:alarm
175416,175416,background,train,FSD50K,5.903,hard_neg:alarm
175620,175620,background,train,FSD50K,0.704,hard_neg:alarm
175621,175621,background,train,FSD50K,4.377,hard_neg:alarm
175842,175842,background,train,FSD50K,1.893,hard_neg:alarm
175843,175843,background,train,FSD50K,1.948,hard_neg:alarm
175844,175844,background,train,FSD50K,3.13,hard_neg:alarm
175845,175845,background,train,FSD50K,5.326,hard_neg:alarm
175846,175846,background,train,FSD50K,2.802,hard_neg:alarm
175847,175847,background,train,FSD50K,1.893,hard_neg:alarm
175848,175848,background,train,FSD50K,3.4,hard_neg:alarm
175849,175849,background,train,FSD50K,2.859,hard_neg:alarm
175850,175850,background,train,FSD50K,3.724,hard_neg:alarm
175851,175851,background,train,FSD50K,2.97,hard_neg:alarm
175852,175852,background,train,FSD50K,2.409,hard_neg:alarm
175853,175853,background,train,FSD50K,1.001,hard_neg:alarm
175854,175854,background,train,FSD50K,2.629,hard_neg:alarm
175855,175855,background,train,FSD50K,2.482,hard_neg:alarm
175856,175856,background,train,FSD50K,5.654,hard_neg:alarm
176066,176066,background,train,FSD50K,18.573,hard_neg:alarm
176226,176226,background,train,FSD50K,2.402,hard_neg:glass_dishes
176227,176227,background,train,FSD50K,20.406,hard_neg:glass_dishes
176555,176555,background,train,FSD50K,13.781,hard_neg:alarm
176634,176634,background,train,FSD50K,16.384,hard_neg:alarm
176638,176638,background,train,FSD50K,9.558,hard_neg:alarm
176859,176859,background,train,FSD50K,6.165,hard_neg:alarm
177209,177209,background,train,FSD50K,1.0,hard_neg:alarm
177874,177874,background,train,FSD50K,1.21,hard_neg:alarm
177875,177875,background,train,FSD50K,1.864,hard_neg:alarm
178032,178032,background,train,FSD50K,1.96,hard_neg:alarm
178112,178112,background,train,FSD50K,24.577,hard_neg:alarm
178115,178115,background,train,FSD50K,3.588,hard_neg:alarm
178137,178137,background,train,FSD50K,26.054,hard_neg:alarm
178178,178178,background,train,FSD50K,2.27,hard_neg:glass_dishes
178282,178282,background,train,FSD50K,11.786,hard_neg:glass_dishes
178355,178355,background,train,FSD50K,17.28,hard_neg:alarm
178402,178402,background,train,FSD50K,14.637,hard_neg:alarm
178435,178435,background,train,FSD50K,0.643,hard_neg:alarm
178437,178437,background,train,FSD50K,1.842,hard_neg:alarm
178439,178439,background,train,FSD50K,0.778,hard_neg:alarm
178440,178440,background,train,FSD50K,3.771,hard_neg:alarm
178441,178441,background,train,FSD50K,2.032,hard_neg:alarm
178537,178537,background,train,FSD50K,8.136,hard_neg:alarm
178817,178817,background,train,FSD50K,10.0,hard_neg:alarm
178819,178819,background,train,FSD50K,4.0,hard_neg:alarm
178820,178820,background,train,FSD50K,1.0,hard_neg:alarm
178821,178821,background,train,FSD50K,1.6,hard_neg:alarm
178823,178823,background,train,FSD50K,4.0,hard_neg:alarm
178884,178884,background,train,FSD50K,1.851,hard_neg:alarm
179012,179012,background,train,FSD50K,1.15,hard_neg:alarm
179172,179172,background,train,FSD50K,0.981,hard_neg:glass_dishes
179173,179173,background,train,FSD50K,0.459,hard_neg:glass_dishes
179174,179174,background,train,FSD50K,0.743,hard_neg:glass_dishes
179177,179177,background,train,FSD50K,1.186,hard_neg:glass_dishes
179301,179301,background,train,FSD50K,21.28,hard_neg:alarm
179392,179392,background,train,FSD50K,8.83,hard_neg:baby_cry
179393,179393,background,train,FSD50K,6.74,hard_neg:baby_cry
179403,179403,background,train,FSD50K,10.267,hard_neg:baby_cry
179411,179411,background,train,FSD50K,23.876,hard_neg:baby_cry
179773,179773,background,train,FSD50K,16.3,hard_neg:baby_cry
179858,179858,background,train,FSD50K,3.235,hard_neg:alarm
179860,179860,background,train,FSD50K,2.462,hard_neg:alarm
179861,179861,background,train,FSD50K,2.056,hard_neg:alarm
179862,179862,background,train,FSD50K,2.99,hard_neg:alarm
179863,179863,background,train,FSD50K,2.124,hard_neg:alarm
179864,179864,background,train,FSD50K,2.282,hard_neg:alarm
179865,179865,background,train,FSD50K,2.482,hard_neg:alarm
179866,179866,background,train,FSD50K,2.569,hard_neg:alarm
179867,179867,background,train,FSD50K,3.401,hard_neg:alarm
179868,179868,background,train,FSD50K,6.417,hard_neg:alarm
180314,180314,background,train,FSD50K,2.515,hard_neg:baby_cry
181716,181716,background,train,FSD50K,7.247,hard_neg:glass_dishes
182351,182351,background,train,FSD50K,1.495,hard_neg:alarm
182474,182474,background,train,FSD50K,4.323,hard_neg:alarm
182510,182510,background,train,FSD50K,28.917,hard_neg:glass_dishes
18276,18276,background,train,FSD50K,1.978,hard_neg:baby_cry
18284,18284,background,train,FSD50K,29.935,hard_neg:baby_cry
182857,182857,background,train,FSD50K,27.198,hard_neg:alarm
18291,18291,background,train,FSD50K,13.828,hard_neg:baby_cry
184000,184000,background,train,FSD50K,3.7,hard_neg:alarm
184001,184001,background,train,FSD50K,3.7,hard_neg:alarm
184355,184355,background,train,FSD50K,15.61,hard_neg:alarm
184833,184833,background,train,FSD50K,8.451,hard_neg:scream_crowd
185199,185199,background,train,FSD50K,5.894,hard_neg:alarm
185474,185474,background,train,FSD50K,9.3,hard_neg:alarm
185560,185560,background,train,FSD50K,28.113,hard_neg:alarm
185708,185708,background,train,FSD50K,8.619,hard_neg:alarm
185887,185887,background,train,FSD50K,2.363,hard_neg:alarm
186022,186022,background,train,FSD50K,3.406,hard_neg:alarm
186040,186040,background,train,FSD50K,11.692,hard_neg:alarm
186244,186244,background,train,FSD50K,14.85,hard_neg:alarm
186255,186255,background,train,FSD50K,9.898,hard_neg:alarm
18632,18632,background,train,FSD50K,19.892,hard_neg:alarm
186531,186531,background,train,FSD50K,8.313,hard_neg:glass_dishes
187306,187306,background,train,FSD50K,1.485,hard_neg:alarm
187314,187314,background,train,FSD50K,1.374,hard_neg:alarm
188012,188012,background,train,FSD50K,11.94,hard_neg:alarm
188224,188224,background,train,FSD50K,6.25,hard_neg:glass_dishes
188225,188225,background,train,FSD50K,4.25,hard_neg:glass_dishes
188226,188226,background,train,FSD50K,10.322,hard_neg:glass_dishes
188240,188240,background,train,FSD50K,16.667,hard_neg:alarm
188693,188693,background,train,FSD50K,1.382,hard_neg:alarm
188694,188694,background,train,FSD50K,3.855,hard_neg:alarm
188695,188695,background,train,FSD50K,21.955,hard_neg:alarm
188770,188770,background,train,FSD50K,6.0,hard_neg:alarm
188828,188828,background,train,FSD50K,18.623,hard_neg:alarm
188930,188930,background,train,FSD50K,9.369,hard_neg:alarm
188931,188931,background,train,FSD50K,0.665,hard_neg:alarm
189579,189579,background,train,FSD50K,1.436,hard_neg:alarm
19026,19026,background,train,FSD50K,1.925,hard_neg:alarm
191489,191489,background,train,FSD50K,0.542,hard_neg:glass_dishes
192343,192343,background,train,FSD50K,3.093,hard_neg:alarm
192761,192761,background,train,FSD50K,0.925,hard_neg:alarm
193395,193395,background,train,FSD50K,4.0,hard_neg:alarm
194279,194279,background,train,FSD50K,8.621,hard_neg:alarm
194280,194280,background,train,FSD50K,28.848,hard_neg:alarm
196156,196156,background,train,FSD50K,15.47,hard_neg:baby_cry
196368,196368,background,train,FSD50K,9.494,hard_neg:alarm
196370,196370,background,train,FSD50K,4.701,hard_neg:alarm
196371,196371,background,train,FSD50K,4.832,hard_neg:alarm
196372,196372,background,train,FSD50K,10.349,hard_neg:alarm
196373,196373,background,train,FSD50K,7.112,hard_neg:alarm
196374,196374,background,train,FSD50K,7.792,hard_neg:alarm
196375,196375,background,train,FSD50K,7.798,hard_neg:alarm
196376,196376,background,train,FSD50K,7.604,hard_neg:alarm
196377,196377,background,train,FSD50K,11.647,hard_neg:alarm
196378,196378,background,train,FSD50K,6.655,hard_neg:alarm
196379,196379,background,train,FSD50K,6.861,hard_neg:alarm
196380,196380,background,train,FSD50K,8.261,hard_neg:alarm
196838,196838,background,train,FSD50K,8.984,hard_neg:alarm
197383,197383,background,train,FSD50K,25.98,hard_neg:glass_dishes
197472,197472,background,train,FSD50K,0.894,hard_neg:alarm
197713,197713,background,train,FSD50K,3.205,hard_neg:alarm
197718,197718,background,train,FSD50K,22.91,hard_neg:baby_cry
198408,198408,background,train,FSD50K,5.273,hard_neg:alarm
198409,198409,background,train,FSD50K,5.364,hard_neg:alarm
198496,198496,background,train,FSD50K,25.826,hard_neg:alarm
19880,19880,background,train,FSD50K,10.389,hard_neg:alarm
199657,199657,background,train,FSD50K,19.488,hard_neg:alarm
20069,20069,background,train,FSD50K,12.168,hard_neg:alarm
20101,20101,background,train,FSD50K,18.009,hard_neg:alarm
201325,201325,background,train,FSD50K,19.636,hard_neg:alarm
201855,201855,background,train,FSD50K,4.1,hard_neg:alarm
201877,201877,background,train,FSD50K,3.213,hard_neg:alarm
201878,201878,background,train,FSD50K,11.886,hard_neg:alarm
201917,201917,background,train,FSD50K,10.0,hard_neg:alarm
201946,201946,background,train,FSD50K,1.56,hard_neg:alarm
20196,20196,background,train,FSD50K,7.327,hard_neg:glass_dishes
20197,20197,background,train,FSD50K,18.298,hard_neg:glass_dishes
201984,201984,background,train,FSD50K,3.204,hard_neg:alarm
202128,202128,background,train,FSD50K,8.064,hard_neg:alarm
202258,202258,background,train,FSD50K,6.981,hard_neg:alarm
202423,202423,background,train,FSD50K,10.014,hard_neg:alarm
202474,202474,background,train,FSD50K,5.0,hard_neg:alarm
202512,202512,background,train,FSD50K,28.015,hard_neg:alarm
202676,202676,background,train,FSD50K,9.248,hard_neg:alarm
202730,202730,background,train,FSD50K,17.356,hard_neg:baby_cry
20284,20284,background,train,FSD50K,1.098,hard_neg:alarm
203172,203172,background,train,FSD50K,21.231,hard_neg:glass_dishes
203287,203287,background,train,FSD50K,23.948,hard_neg:alarm
203539,203539,background,train,FSD50K,1.512,hard_neg:alarm
203540,203540,background,train,FSD50K,1.008,hard_neg:alarm
203941,203941,background,train,FSD50K,8.966,hard_neg:alarm
203942,203942,background,train,FSD50K,11.968,hard_neg:alarm
203943,203943,background,train,FSD50K,22.777,hard_neg:alarm
203944,203944,background,train,FSD50K,7.17,hard_neg:alarm
203945,203945,background,train,FSD50K,8.963,hard_neg:alarm
203946,203946,background,train,FSD50K,14.394,hard_neg:alarm
203947,203947,background,train,FSD50K,8.185,hard_neg:alarm
203948,203948,background,train,FSD50K,12.135,hard_neg:alarm
204045,204045,background,train,FSD50K,9.238,hard_neg:glass_dishes
204047,204047,background,train,FSD50K,20.115,hard_neg:glass_dishes
204423,204423,background,train,FSD50K,4.005,hard_neg:alarm
204424,204424,background,train,FSD50K,3.945,hard_neg:alarm
204425,204425,background,train,FSD50K,4.246,hard_neg:alarm
204426,204426,background,train,FSD50K,4.279,hard_neg:alarm
204684,204684,background,train,FSD50K,20.651,hard_neg:alarm
205949,205949,background,train,FSD50K,9.309,hard_neg:alarm
205951,205951,background,train,FSD50K,18.565,hard_neg:alarm
20731,20731,background,train,FSD50K,13.189,hard_neg:glass_dishes
207352,207352,background,train,FSD50K,16.51,hard_neg:alarm
207751,207751,background,train,FSD50K,17.398,hard_neg:alarm
208658,208658,background,train,FSD50K,18.216,hard_neg:glass_dishes
208664,208664,background,train,FSD50K,18.576,hard_neg:glass_dishes
208699,208699,background,train,FSD50K,1.479,hard_neg:alarm
